ctrdraws1,ctrdraws2,ctrdraws3,muddraws1,muddraws2,muddraws3,product1,product2,product3,max,ismax1,ismax2,ismax3
0.004941052904652366,0.017310286536312926,0.014427595093663736,218.9755412839679,61.862731137737335,80.22828495023903,1.0819697343089736,1.070861601913121,1.1575012103211249,1.1575012103211249,0,0,1
0.010498126670308947,0.026586517156999223,0.02301560954728785,310.7023931647634,70.85155608528956,94.53105627946702,3.261793080211819,1.8836961114616435,2.1756898814209062,3.261793080211819,1,0,0
0.0072507461029891,0.021407873441192393,0.018194447173973304,258.70322105762494,66.0260045343217,86.81710166015573,1.8757913719143016,1.413476348898354,1.5795891699531734,1.8757913719143016,1,0,0
0.006272807756103702,0.01972940438463636,0.016645500667847115,242.86883318876676,64.38265287167349,84.21422517971489,1.5234695005423524,1.2702313938609155,1.4017879414711716,1.5234695005423524,1,0,0
0.003599918431483423,0.01464970788920664,0.012012038736994364,188.16430421995705,58.7493056769419,75.28609137941103,0.6773761469086774,0.8606601668609082,0.9043394460063828,0.9043394460063828,0,0,1
0.0035997436716088582,0.014649341279992845,0.012011707867286262,188.1594804056089,58.7488416691004,75.28535176597373,0.6773258988433015,0.8606318314149163,0.9043056520987603,0.9043056520987603,0,0,1
0.0027170933419745193,0.012706439965697043,0.010267061140760394,158.8464072890315,56.100002393994764,71.04115007289636,0.43160051564160024,0.7128313124947548,0.7293838313083616,0.7293838313083616,0,0,1
0.008694500338949454,0.023773592564610996,0.020389640313921625,281.3670753936879,68.25712804510452,90.36649055592885,2.4463461323796363,1.6227171517747976,1.8425402388667846,2.4463461323796363,1,0,0
0.006288876612354616,0.019757576318545217,0.016671434593252446,243.13675008528224,64.41081484233388,84.25878333009052,1.5290570212152408,1.2726015899870966,1.4047147951946337,1.5290570212152408,1,0,0
0.007055078717237397,0.021077560181497375,0.01788902858811097,255.5948226190809,65.70757781960666,86.3122027451212,1.8032415932959454,1.3849554258731813,1.5440414624103034,1.8032415932959454,1,0,0
0.0021041885651914413,0.01121537482374062,0.008941690308650638,128.55673783206316,53.72704664136384,67.19264214400411,0.27050761772454124,0.6025689662554901,0.600815797071672,0.6025689662554901,0,1,0
0.011318528918496865,0.027824653962309445,0.024176238645989195,325.03223559484263,71.99162217351336,96.37769640873977,3.6788867580239124,2.003141975163333,2.3300501885283884,3.6788867580239124,1,0,0
0.00825038762264344,0.023058222087622204,0.01972445853687008,274.39574915827905,67.58985619565814,89.30244211809476,2.2638712925614395,1.558501915029933,1.7614423167996003,2.2638712925614395,1,0,0
0.003981821449281466,0.015436866586201357,0.0127237880477739,198.07582840510184,59.720323996329654,76.83148574260431,0.7887025821276297,0.9218946740160603,0.9775875399844596,0.9775875399844596,0,0,1
0.0037807463039617787,0.01502581794745139,0.012351790341078594,193.00661312974628,59.219393786560644,76.0348189687079,0.7297090392304691,0.8898198299952943,0.9391661425233456,0.9391661425233456,0,0,1
0.0037914573962002946,0.015047899486152204,0.012371756104827734,193.28458319347948,59.246634330260704,76.07817188147575,0.732830262520409,0.8915373982945776,0.9412205874187813,0.9412205874187813,0,0,1
0.004538397618887344,0.016539885355178134,0.013725354910734115,210.7461427897848,61.00671389393209,78.87270713986902,0.9564497926268515,1.0090440537017897,1.082555898265095,1.082555898265095,0,0,1
0.005810380374492344,0.01890911911291832,0.01589139855387612,234.99474434072812,63.552126487121384,82.90053266871806,1.3654088506262125,1.2017147296242294,1.3174054049672261,1.3654088506262125,1,0,0
0.005267694048025353,0.017920588653744105,0.014985368662109267,225.22858216565785,62.520129230587706,81.26841186166943,1.1864352617192249,1.1203975185202852,1.2178371123312501,1.2178371123312501,0,0,1
0.00446247690868022,0.016392181220246178,0.01359096533684209,209.11667706482777,60.83887830480012,78.60670690122588,0.9331783426217326,0.9972819184087871,1.0683410287378667,1.0683410287378667,0,0,1
0.006359755320776671,0.019881587228825295,0.016785620911512675,244.31457558785908,64.53451716003062,84.45452007474154,1.5537809220381809,1.2830486321872716,1.4176215582383487,1.5537809220381809,1,0,0
0.0034771834361517254,0.014390683994417643,0.011778414567711648,184.70194759505645,58.418517884202544,74.75852551101876,0.6422425528024943,0.8406824302937944,0.8805369059396262,0.8805369059396262,0,0,1
0.004467839726358867,0.01640264149490989,0.013600480008765122,209.2326831810556,60.85080621359231,78.62561401290809,0.9348180939689789,0.9981139589977898,1.0693460915594393,1.0693460915594393,0,0,1
0.004894574714996856,0.017222420080287047,0.014347396115321815,218.0575928005084,61.76664880326878,80.07620905879067,1.0672991801344487,1.063771172641454,1.1488850907797907,1.1488850907797907,0,0,1
0.005406226921885787,0.018175812030468964,0.01521899291285988,227.78756183024265,62.79021972408701,81.69560630340561,1.2314712492373812,1.1412632310568502,1.243324853343321,1.243324853343321,0,0,1
0.007735590774937163,0.022215720102064577,0.0189425678648666,266.33622103044803,66.79654295629739,88.04036514448754,2.060268014434759,1.483933302102636,1.6677105915970911,2.060268014434759,1,0,0
0.0038997680015147532,0.015270003009920088,0.01257269243411636,196.04414499399178,59.51851628171222,76.51067425984981,0.7645266835318878,0.9088479227677234,0.961945175395955,0.961945175395955,0,0,1
